logloss,miss_err,prec,recall,f1,method1,neurons1,method2,neurons2,decay,learning_rate,n_iter,random_state
2.50755277139,0.758320573409,0.241679426591,0.241679426591,0.241679426591,Tanh,24,Tanh,39,0.0001,0.001,25,1
2.50675665165,0.757115701895,0.242884298105,0.242884298105,0.242884298105,Tanh,24,Rectifier,39,0.0001,0.001,25,1
2.54097736902,0.763922769561,0.236077230439,0.236077230439,0.236077230439,Tanh,24,Sigmoid,39,0.0001,0.001,25,1
2.52568232034,0.762996296389,0.237003703611,0.237003703611,0.237003703611,Tanh,24,ExpLin,39,0.0001,0.001,25,1
2.50542265697,0.756908044115,0.243091955885,0.243091955885,0.243091955885,Rectifier,24,Tanh,39,0.0001,0.001,25,1
2.51123719012,0.758256678708,0.241743321292,0.241743321292,0.241743321292,Rectifier,24,Rectifier,39,0.0001,0.001,25,1
2.52668562088,0.761282549216,0.238717450784,0.238717450784,0.238717450784,Rectifier,24,Sigmoid,39,0.0001,0.001,25,1
2.51353809403,0.758078686325,0.241921313675,0.241921313675,0.241921313675,Rectifier,24,ExpLin,39,0.0001,0.001,25,1
2.56917598166,0.769531811575,0.230468188425,0.230468188425,0.230468188425,Sigmoid,24,Tanh,39,0.0001,0.001,25,1
2.56418684582,0.76968013856,0.23031986144,0.23031986144,0.23031986144,Sigmoid,24,Rectifier,39,0.0001,0.001,25,1
2.61055981149,0.776108401925,0.223891598075,0.223891598075,0.223891598075,Sigmoid,24,Sigmoid,39,0.0001,0.001,25,1
2.57189504253,0.77025290892,0.22974709108,0.22974709108,0.22974709108,Sigmoid,24,ExpLin,39,0.0001,0.001,25,1
2.50564092224,0.758252114801,0.241747885199,0.241747885199,0.241747885199,ExpLin,24,Tanh,39,0.0001,0.001,25,1
2.5214370315,0.762665413113,0.237334586887,0.237334586887,0.237334586887,ExpLin,24,Rectifier,39,0.0001,0.001,25,1
2.53440042913,0.761627124214,0.238372875786,0.238372875786,0.238372875786,ExpLin,24,Sigmoid,39,0.0001,0.001,25,1
2.53032018432,0.765230328989,0.234769671011,0.234769671011,0.234769671011,ExpLin,24,ExpLin,39,0.0001,0.001,25,1
