logloss,miss_err,prec,recall,f1,method1,neurons1,method2,neurons2,decay,learning_rate,n_iter,random_state
2.48661024534,0.75032232595,0.24967767405,0.24967767405,0.24967767405,Tanh,39,Tanh,47,0.001,0.001,50,1
2.47321396274,0.746102993695,0.253897006305,0.253897006305,0.253897006305,Tanh,39,Tanh,47,0.001,0.001,100,1
2.46651248722,0.744106284272,0.255893715728,0.255893715728,0.255893715728,Tanh,39,Tanh,47,0.001,0.001,150,1
2.4594807255,0.742401664913,0.257598335087,0.257598335087,0.257598335087,Tanh,39,Tanh,47,0.001,0.001,200,1
2.48531205134,0.750685156576,0.249314843424,0.249314843424,0.249314843424,Tanh,39,Tanh,53,0.001,0.001,50,1
2.46986481672,0.745673986413,0.254326013587,0.254326013587,0.254326013587,Tanh,39,Tanh,53,0.001,0.001,100,1
2.46642556502,0.744026415895,0.255973584105,0.255973584105,0.255973584105,Tanh,39,Tanh,53,0.001,0.001,150,1
2.45887022097,0.74188366144,0.25811633856,0.25811633856,0.25811633856,Tanh,39,Tanh,53,0.001,0.001,200,1
2.48525271947,0.750418168002,0.249581831998,0.249581831998,0.249581831998,Tanh,39,Tanh,57,0.001,0.001,50,1
2.47162989303,0.746123531278,0.253876468722,0.253876468722,0.253876468722,Tanh,39,Tanh,57,0.001,0.001,100,1
2.46555857214,0.744724693705,0.255275306295,0.255275306295,0.255275306295,Tanh,39,Tanh,57,0.001,0.001,150,1
2.45956822194,0.742454149847,0.257545850153,0.257545850153,0.257545850153,Tanh,39,Tanh,57,0.001,0.001,200,1
