0.5,Tanh,12,Tanh,0,0.0001,0.001,25,1
0.5,Tanh,12,Tanh,0,0.0001,0.001,25,2
0.5,Tanh,12,Tanh,0,0.0001,0.001,25,3
0.5,Tanh,12,Tanh,0,0.0001,0.001,25,4
0.5,Tanh,12,Tanh,0,0.0001,0.001,25,5
0.5,Tanh,12,Tanh,0,0.0001,0.001,25,6
0.5,Tanh,12,Tanh,0,0.0001,0.001,25,7
0.5,Tanh,12,Tanh,0,0.0001,0.001,25,8
0.5,Tanh,12,Tanh,0,0.0001,0.001,25,9
0.5,Tanh,12,Tanh,0,0.0001,0.001,25,10
0.5,Tanh,12,Tanh,12,0.0001,0.001,25,1
0.5,Tanh,12,Tanh,12,0.0001,0.001,25,2
0.5,Tanh,12,Tanh,12,0.0001,0.001,25,3
0.5,Tanh,12,Tanh,12,0.0001,0.001,25,4
0.5,Tanh,12,Tanh,12,0.0001,0.001,25,5
0.5,Tanh,12,Tanh,12,0.0001,0.001,25,6
0.5,Tanh,12,Tanh,12,0.0001,0.001,25,7
0.5,Tanh,12,Tanh,12,0.0001,0.001,25,8
0.5,Tanh,12,Tanh,12,0.0001,0.001,25,9
0.5,Tanh,12,Tanh,12,0.0001,0.001,25,10
0.5,Tanh,12,Tanh,24,0.0001,0.001,25,1
0.5,Tanh,12,Tanh,24,0.0001,0.001,25,2
0.5,Tanh,12,Tanh,24,0.0001,0.001,25,3
0.5,Tanh,12,Tanh,24,0.0001,0.001,25,4
0.5,Tanh,12,Tanh,24,0.0001,0.001,25,5
0.5,Tanh,12,Tanh,24,0.0001,0.001,25,6
0.5,Tanh,12,Tanh,24,0.0001,0.001,25,7
0.5,Tanh,12,Tanh,24,0.0001,0.001,25,8
0.5,Tanh,12,Tanh,24,0.0001,0.001,25,9
0.5,Tanh,12,Tanh,24,0.0001,0.001,25,10
0.5,Tanh,12,Tanh,39,0.0001,0.001,25,1
0.5,Tanh,12,Tanh,39,0.0001,0.001,25,2
0.5,Tanh,12,Tanh,39,0.0001,0.001,25,3
0.5,Tanh,12,Tanh,39,0.0001,0.001,25,4
0.5,Tanh,12,Tanh,39,0.0001,0.001,25,5
0.5,Tanh,12,Tanh,39,0.0001,0.001,25,6
0.5,Tanh,12,Tanh,39,0.0001,0.001,25,7
0.5,Tanh,12,Tanh,39,0.0001,0.001,25,8
0.5,Tanh,12,Tanh,39,0.0001,0.001,25,9
0.5,Tanh,12,Tanh,39,0.0001,0.001,25,10
0.5,Tanh,12,Tanh,47,0.0001,0.001,25,1
0.5,Tanh,12,Tanh,47,0.0001,0.001,25,2
0.5,Tanh,12,Tanh,47,0.0001,0.001,25,3
0.5,Tanh,12,Tanh,47,0.0001,0.001,25,4
0.5,Tanh,12,Tanh,47,0.0001,0.001,25,5
0.5,Tanh,12,Tanh,47,0.0001,0.001,25,6
0.5,Tanh,12,Tanh,47,0.0001,0.001,25,7
0.5,Tanh,12,Tanh,47,0.0001,0.001,25,8
0.5,Tanh,12,Tanh,47,0.0001,0.001,25,9
0.5,Tanh,12,Tanh,47,0.0001,0.001,25,10
0.5,Tanh,24,Tanh,0,0.0001,0.001,25,1
0.5,Tanh,24,Tanh,0,0.0001,0.001,25,2
0.5,Tanh,24,Tanh,0,0.0001,0.001,25,3
0.5,Tanh,24,Tanh,0,0.0001,0.001,25,4
0.5,Tanh,24,Tanh,0,0.0001,0.001,25,5
